price,pType,pWidth,pLength,pArea,pLandArea,pNumberOfFloors,pNumberOfBathrooms,pNumberOfBedrooms,pCertificateType,pFurnitureStatus,log_price,district
6600000000.0,alley_house,15.87,5.04,80.0,80.0,3.0,3.0,3.0,certificate,other,22.61033548597879,Quận 9
8100000000.0,alley_house,14.9,4.3,64.07,64.07,2.0,2.0,3.0,certificate,other,22.815129898624804,Quận 6
6050000000.0,alley_house,3.81,17.61,65.6,65.6,1.0,2.0,2.0,certificate,other,22.52332410898916,Quận 8
17000000000.0,alley_house,3.76,15.2,107.9,53.9,5.0,4.0,4.0,certificate,partially_furnished,23.556479181002626,Quận 3
16800000000.0,land,20.0,6.0,120.0,120.0,1.0,1.0,1.0,certificate,other,23.544644723355624,Quận Thủ Đức
4200000000.0,alley_house,5.86,13.08,141.1,76.0,3.0,4.0,4.0,certificate,other,22.158350362235733,Quận Bình Tân
5000000000.0,alley_house,4.0,9.55,37.7,25.0,3.0,2.0,3.0,certificate,other,22.33270374938051,Quận Tân Phú
8500000000.0,townhouse,3.35,16.1,122.5,55.1,3.0,3.0,3.0,certificate,other,22.863332000442682,Quận Tân Bình
10800000000.0,alley_house,4.0,12.3,218.8,46.6,6.0,5.0,5.0,certificate,other,23.102811971076584,Quận 6
3650000000.0,alley_house,4.0,16.0,64.0,64.0,1.0,2.0,3.0,certificate,partially_furnished,22.017993004540813,Quận 12
6500000000.0,townhouse,4.0,15.5,111.7,62.1,4.0,3.0,4.0,certificate,other,22.595068013848003,Quận Bình Tân
28000000000.0,townhouse,3.6,10.0,90.9,31.5,4.0,3.0,3.0,certificate,partially_furnished,24.055470347121616,Quận 3
11000000000.0,alley_house,11.0,13.0,198.9,128.2,3.0,3.0,3.0,certificate,other,23.121161109744783,Quận 12
5500000000.0,alley_house,4.0,15.0,139.6,58.3,3.0,4.0,3.0,certificate,other,22.428013929184836,Quận 12
7200000000.0,alley_house,20.0,5.67,111.0,111.0,1.0,2.0,2.0,certificate,other,22.69734686296842,Quận 12
8900000000.0,townhouse,9.3,23.0,130.9,145.9,1.0,2.0,2.0,certificate,partially_furnished,22.909317113684505,Quận Thủ Đức
10200000000.0,townhouse,4.0,13.0,52.0,52.0,2.0,6.0,5.0,certificate,other,23.045653557236637,Quận 6
5100000000.0,alley_house,4.0,14.6,122.6,58.5,3.0,4.0,4.0,certificate,partially_furnished,22.35250637667669,Quận 12
23000000000.0,townhouse,6.1,13.89,126.0,64.1,2.0,3.0,4.0,certificate,other,23.85876005287556,Quận Bình Thạnh
13000000000.0,land,10.0,27.62,257.7,257.7,1.0,1.0,1.0,certificate,other,23.288215194407947,Quận 12
8700000000.0,alley_house,15.1,3.3,49.83,49.83,1.0,1.0,2.0,certificate,other,22.88658886260695,Quận 5
24730000000.0,townhouse,32.2,5.2,186.0,186.0,1.0,1.0,1.0,certificate,other,23.931282918479734,Quận Bình Tân
8300000000.0,alley_house,4.1,17.0,138.6,71.0,2.0,2.0,2.0,certificate,other,22.839521351748964,Quận Bình Tân
4390000000.0,alley_house,6.17,8.45,44.8,52.4,1.0,2.0,1.0,certificate,other,22.202595064033492,Quận Tân Bình
8900000000.0,alley_house,4.75,13.4,90.6,53.1,2.0,1.0,1.0,certificate,other,22.909317113684505,Quận Tân Phú
6600000000.0,alley_house,3.25,9.29,102.55,30.12,4.0,3.0,2.0,certificate,other,22.61033548597879,Quận 7
1900000000.0,alley_house,3.2,1.87,11.6,5.8,2.0,1.0,2.0,certificate,other,21.365119723118806,Quận Bình Thạnh
4200000000.0,alley_house,15.0,3.5,108.8,53.0,3.0,4.0,4.0,certificate,other,22.158350362235733,Quận 8
13800000000.0,alley_house,10.0,11.43,117.0,117.0,1.0,5.0,5.0,certificate,other,23.34793442910957,Quận Gò Vấp
4600000000.0,alley_house,9.0,4.0,65.0,36.0,2.0,2.0,3.0,certificate,other,22.24932214044146,Quận Gò Vấp
1800000000.0,alley_house,1.3,7.45,11.9,11.9,3.0,1.0,2.0,certificate,other,21.31105250184853,Quận 6
4000000000.0,alley_house,3.54,18.0,52.2,26.1,2.0,2.0,2.0,certificate,other,22.1095601980663,Quận Gò Vấp
13500000000.0,townhouse,4.3,20.1,219.6,90.0,4.0,5.0,3.0,certificate,other,23.325955522390796,Quận Bình Tân
1960000000.0,alley_house,2.48,4.25,21.0,10.54,3.0,2.0,2.0,certificate,partially_furnished,21.396210310188838,Quận 10
3700000000.0,alley_house,4.0,7.8,65.0,32.5,2.0,2.0,2.0,certificate,other,22.03159865659659,Quận Bình Tân
3400000000.0,alley_house,3.05,7.5,23.6,23.6,2.0,2.0,2.0,certificate,partially_furnished,21.947041268568526,Quận Tân Bình
6800000000.0,alley_house,4.0,30.0,94.6,105.7,2.0,4.0,4.0,certificate,partially_furnished,22.640188449128473,Quận Tân Phú
6500000000.0,alley_house,4.0,8.25,33.2,33.2,2.0,2.0,1.0,certificate,other,22.595068013848003,Quận Tân Bình
6400000000.0,townhouse,3.0,14.0,42.6,42.6,3.0,1.0,4.0,certificate,other,22.579563827312036,Quận 4
25000000000.0,alley_house,10.16,20.45,223.0,209.0,2.0,4.0,3.0,certificate,other,23.942141661814613,Quận Gò Vấp
6300000000.0,alley_house,8.91,3.71,36.0,36.0,2.0,2.0,2.0,certificate,other,22.563815470343897,Quận Bình Thạnh
13600000000.0,townhouse,6.5,25.76,220.3,178.7,4.0,4.0,5.0,certificate,other,23.333335629688417,Quận Bình Tân
4250000000.0,alley_house,3.35,8.15,64.5,25.1,3.0,2.0,3.0,certificate,other,22.170184819882735,Quận Phú Nhuận
17700000000.0,other,17.6,7.5,443.8,161.6,4.0,6.0,7.0,certificate,other,23.596830476526193,Quận Tân Phú
10100000000.0,townhouse,4.52,11.52,76.0,51.0,2.0,2.0,3.0,certificate,other,23.035801260793626,Quận Thủ Đức
4000000000.0,alley_house,4.1,17.8,96.8,73.0,2.0,5.0,5.0,certificate,other,22.1095601980663,Quận 12
4300000000.0,alley_house,2.58,10.38,28.3,28.3,2.0,3.0,4.0,certificate,other,22.18188085964593,Quận 7
8250000000.0,alley_house,3.7,16.0,194.0,52.6,4.0,8.0,8.0,certificate,furnished,22.833479037293,Quận Bình Thạnh
10500000000.0,apartment,4.05,28.88888888888889,117.0,117.0,1.0,2.0,3.0,certificate,other,23.07464109410989,Quận 7
11500000000.0,alley_house,3.9,28.2,122.2,105.1,2.0,2.0,2.0,certificate,other,23.165612872315616,Quận 11
8500000000.0,alley_house,4.0,15.1,207.9,58.2,4.0,4.0,4.0,certificate,partially_furnished,22.863332000442682,Quận 8
9500000000.0,alley_house,6.06,14.8,183.8,83.3,3.0,3.0,3.0,certificate,other,22.974557635552905,Quận 3
7000000000.0,alley_house,4.93,13.9,163.0,71.7,3.0,4.0,4.0,certificate,other,22.669175986001726,Quận Gò Vấp
38000000000.0,townhouse,5.7,15.0,340.0,86.0,4.0,3.0,4.0,certificate,partially_furnished,24.360851996672796,Quận 10
5900000000.0,alley_house,4.06,32.0,148.7,124.4,4.0,3.0,3.0,certificate,other,22.498218187858086,Quận 12
7550000000.0,alley_house,4.5,13.0,256.3,60.0,5.0,6.0,6.0,certificate,partially_furnished,22.744813400207345,Quận 12
3800000000.0,alley_house,11.0,4.87,53.57,53.57,1.0,1.0,1.0,certificate,other,22.058266903678753,Quận 9
3450000000.0,alley_house,3.3,9.5,76.4,29.1,3.0,2.0,3.0,certificate,other,21.96164006798968,Quận Bình Tân
4750000000.0,alley_house,4.0,9.1,66.0,36.0,2.0,2.0,2.0,certificate,other,22.28141045499296,Quận Tân Bình
4490000000.0,land,16.59,5.0,83.0,83.0,1.0,1.0,1.0,certificate,other,22.225118538700574,Quận 12
4600000000.0,alley_house,4.0,4.05,46.2,15.7,3.0,2.0,3.0,certificate,other,22.24932214044146,Quận Phú Nhuận
13500000000.0,townhouse,6.0,20.0,159.2,119.4,3.0,3.0,5.0,certificate,other,23.325955522390796,Quận 12
11900000000.0,townhouse,4.0,21.0,84.0,84.0,3.0,4.0,3.0,certificate,other,23.199804237063894,Quận Tân Phú
5000000000.0,alley_house,4.9,9.31,93.5,37.0,3.0,2.0,2.0,certificate,other,22.33270374938051,Quận Gò Vấp
4200000000.0,alley_house,3.8,6.5,22.9,22.9,3.0,2.0,3.0,certificate,other,22.158350362235733,Quận Bình Thạnh
8300000000.0,alley_house,5.0,11.0,142.5,55.0,4.0,4.0,4.0,certificate,furnished,22.839521351748964,Quận Tân Phú
5400000000.0,alley_house,4.0,10.0,94.6,48.9,2.0,2.0,2.0,certificate,partially_furnished,22.40966479051664,Quận Bình Tân
37000000000.0,other,20.0,30.0,600.0,600.0,1.0,1.0,1.0,certificate,other,24.334183749590636,Quận Thủ Đức
23000000000.0,alley_house,9.0,21.0,462.3,156.0,4.0,5.0,5.0,certificate,other,23.85876005287556,Quận Thủ Đức
28000000000.0,shophouse,6.3,20.0,112.9,112.9,6.0,8.0,9.0,certificate,other,24.055470347121616,Quận 7
16200000000.0,alley_house,14.2,15.66,194.3,194.3,1.0,9.0,9.0,certificate,other,23.50827707918475,Quận Tân Phú
5400000000.0,alley_house,4.07,14.5,104.0,76.4,2.0,2.0,2.0,certificate,other,22.40966479051664,Quận 6
10500000000.0,alley_house,4.25,14.63,230.4,65.0,5.0,5.0,4.0,certificate,other,23.07464109410989,Quận Gò Vấp
12500000000.0,townhouse,5.0,17.7,171.4,86.5,1.0,1.0,2.0,certificate,partially_furnished,23.248994481254666,Quận Tân Phú
9500000000.0,alley_house,8.86,8.2,129.2,50.6,4.0,5.0,4.0,certificate,other,22.974557635552905,Quận Phú Nhuận
5150000000.0,alley_house,4.0,6.6,27.0,27.0,3.0,3.0,2.0,certificate,other,22.362262551622056,Quận Phú Nhuận
4900000000.0,alley_house,4.7,12.23,176.55,56.8,4.0,3.0,3.0,certificate,other,22.31250104206299,Quận Thủ Đức
7000000000.0,alley_house,3.3,18.45,96.7,53.9,2.0,3.0,4.0,certificate,other,22.669175986001726,Quận 5
5950000000.0,land,12.6,6.0,75.6,75.6,1.0,1.0,1.0,certificate,other,22.50665705650395,Quận 12
9500000000.0,townhouse,3.53,36.0,93.8,111.9,1.0,2.0,2.0,certificate,partially_furnished,22.974557635552905,Quận Tân Phú
11300000000.0,townhouse,4.0,15.3,261.4,76.2,4.0,5.0,4.0,certificate,partially_furnished,23.148068562664704,Quận Tân Phú
4300000000.0,alley_house,4.0,15.08,110.6,60.1,2.0,2.0,2.0,certificate,other,22.18188085964593,Quận 12
1800000000.0,apartment,4.05,13.580246913580247,55.0,55.0,1.0,1.0,1.0,certificate,other,21.31105250184853,Quận Thủ Đức
4850000000.0,alley_house,4.0,11.0,49.9,49.9,2.0,2.0,3.0,certificate,other,22.302244541895803,Quận Bình Tân
4000000000.0,alley_house,4.25,8.25,35.5,35.5,2.0,2.0,2.0,certificate,other,22.1095601980663,Quận Gò Vấp
9600000000.0,alley_house,3.4,18.75,145.62,57.49,3.0,3.0,3.0,certificate,partially_furnished,22.985028935420203,Quận Tân Bình
6500000000.0,alley_house,4.5,13.5,101.9,60.3,2.0,1.0,2.0,certificate,other,22.595068013848003,Quận Tân Bình
6600000000.0,land,4.05,27.81,117.2,117.2,0.0,0.0,0.0,certificate,other,22.61033548597879,Quận Thủ Đức
9100000000.0,alley_house,3.0,11.6,129.92,37.2,4.0,3.0,4.0,certificate,other,22.931540250469215,Quận Tân Bình
13000000000.0,alley_house,5.0,13.0,62.0,62.0,1.0,1.0,2.0,certificate,partially_furnished,23.288215194407947,Quận Bình Thạnh
3500000000.0,alley_house,4.5,13.0,103.4,58.5,2.0,2.0,1.0,certificate,other,21.97602880544178,Quận 12
35000000000.0,villa,17.39,11.99,158.8,197.1,2.0,3.0,2.0,certificate,other,24.278613898435825,Quận Bình Thạnh
8380000000.0,alley_house,3.0,10.0,87.9,53.7,2.0,2.0,2.0,certificate,furnished,22.849113751440402,Quận Tân Bình
5200000000.0,alley_house,4.12,13.66,73.0,56.7,2.0,4.0,4.0,certificate,other,22.371924462533794,Quận 7
56000000000.0,land,16.0,36.0,313.5,576.0,2.0,1.0,1.0,certificate,other,24.74861752768156,Quận Bình Tân
15900000000.0,townhouse,3.1,10.0,60.3,30.8,2.0,2.0,2.0,certificate,other,23.4895849461726,Quận 3
13500000000.0,townhouse,4.0,16.0,49.4,67.0,1.0,2.0,3.0,certificate,other,23.325955522390796,Quận Gò Vấp
23000000000.0,alley_house,5.0,15.4,215.44,80.0,4.0,5.0,4.0,certificate,partially_furnished,23.85876005287556,Quận Tân Bình
18000000000.0,townhouse,3.2,24.0,162.7,77.4,3.0,2.0,3.0,certificate,furnished,23.613637594842576,Quận 4
5200000000.0,alley_house,6.4,6.6,126.7,42.3,3.0,2.0,2.0,certificate,other,22.371924462533794,Quận 9
9600000000.0,townhouse,6.0,15.0,200.5,80.0,4.0,3.0,4.0,certificate,partially_furnished,22.985028935420203,Quận Bình Tân
33000000000.0,shophouse,4.7,27.0,216.5,87.2,3.0,3.0,4.0,certificate,other,24.21977339841289,Quận 1
11800000000.0,villa,13.0,12.0,255.9,135.3,4.0,7.0,6.0,certificate,furnished,23.19136536841803,Quận Bình Tân
28000000000.0,townhouse,5.3,14.35,236.11,73.95,4.0,4.0,4.0,certificate,other,24.055470347121616,Quận Tân Bình
55000000000.0,townhouse,16.0,9.0,149.2,133.3,2.0,1.0,1.0,certificate,partially_furnished,24.730599022178883,Quận Thủ Đức
4300000000.0,alley_house,4.0,9.82,81.6,42.9,2.0,2.0,2.0,certificate,other,22.18188085964593,Quận Bình Tân
17800000000.0,alley_house,5.0,20.0,342.6,100.0,5.0,3.0,3.0,certificate,other,23.602464294244452,Quận Bình Chánh
12000000000.0,townhouse,3.95,13.1,147.0,53.2,4.0,4.0,4.0,certificate,other,23.208172486734412,Quận 11
4800000000.0,alley_house,4.05,13.0,48.1,48.1,3.0,3.0,3.0,certificate,other,22.291881754860256,Quận Tân Phú
8680000000.0,alley_house,2.8,13.2,118.0,63.1,3.0,4.0,3.0,certificate,other,22.88428736561867,Quận Phú Nhuận
14500000000.0,townhouse,16.23,5.0,418.3,101.0,4.0,8.0,8.0,certificate,other,23.39741448637294,Quận 12
20000000000.0,alley_house,9.5,14.5,106.2,106.2,1.0,1.0,1.0,certificate,partially_furnished,23.7189981105004,Quận Tân Phú
18500000000.0,other,4.0,20.0,281.1,80.0,5.0,3.0,3.0,certificate,other,23.64103656903069,Quận Thủ Đức
13900000000.0,alley_house,5.2,33.5,206.3,174.2,2.0,2.0,2.0,certificate,other,23.355154677083057,Quận Tân Bình
19000000000.0,alley_house,7.53,9.11,245.22,69.5,5.0,5.0,8.0,certificate,other,23.667704816112852,Quận Thủ Đức
6300000000.0,alley_house,4.0,22.0,116.8,89.7,2.0,1.0,3.0,certificate,other,22.563815470343897,Quận Tân Phú
20000000000.0,shophouse,5.0,8.3,33.6,33.6,5.0,6.0,6.0,certificate,partially_furnished,23.7189981105004,Quận Bình Thạnh
4800000000.0,alley_house,11.07,3.95,104.35,39.8,3.0,2.0,2.0,certificate,other,22.291881754860256,Quận Thủ Đức
6800000000.0,alley_house,4.0,17.0,188.2,66.6,4.0,5.0,4.0,certificate,other,22.640188449128473,Quận Tân Bình
6700000000.0,alley_house,3.54,17.0,114.14,69.9,2.0,1.0,1.0,certificate,other,22.625373363343332,Quận Bình Tân
41000000000.0,alley_house,16.8,4.25,71.7,71.7,3.0,6.0,6.0,certificate,other,24.43683790365072,Quận Tân Bình
6690000000.0,townhouse,4.0,15.0,148.0,60.0,3.0,2.0,2.0,certificate,other,22.62387971108655,Quận 8
16000000000.0,alley_house,4.0,22.0,138.8,90.8,2.0,2.0,2.0,certificate,other,23.495854559186192,Quận Tân Bình
26000000000.0,townhouse,5.01,15.0,108.94,75.25,2.0,1.0,2.0,certificate,partially_furnished,23.981362374967894,Quận Tân Bình
27000000000.0,townhouse,6.01,21.8,384.0,130.0,6.0,6.0,6.0,certificate,other,24.01910270295074,Quận Bình Tân
2950000000.0,alley_house,4.0,8.0,32.0,32.0,1.0,1.0,1.0,certificate,other,21.80507100729814,Quận Bình Tân
7450000000.0,alley_house,3.2,15.35,85.1,42.6,2.0,3.0,3.0,certificate,other,22.73147986933788,Quận Bình Thạnh
8500000000.0,alley_house,3.43,11.59,103.7,39.1,3.0,4.0,4.0,certificate,other,22.863332000442682,Quận 3
6300000000.0,alley_house,3.05,22.38,116.8,89.7,2.0,2.0,3.0,certificate,other,22.563815470343897,Quận Tân Phú
7300000000.0,alley_house,4.75,17.2,202.2,74.1,4.0,5.0,4.0,certificate,other,22.711140185100756,Quận Tân Phú
8600000000.0,alley_house,3.5,9.0,127.3,32.7,5.0,4.0,4.0,certificate,partially_furnished,22.875028040205873,Quận 10
6700000000.0,alley_house,4.17,26.31,241.9,114.1,3.0,4.0,4.0,certificate,other,22.625373363343332,Quận 12
6600000000.0,alley_house,4.22,9.97,107.4,41.7,3.0,5.0,4.0,certificate,other,22.61033548597879,Quận 8
8900000000.0,townhouse,3.21,8.46,64.3,24.8,3.0,2.0,2.0,certificate,other,22.909317113684505,Quận 10
13400000000.0,alley_house,4.05,11.63,172.8,52.0,4.0,4.0,5.0,certificate,other,23.318520543903276,Quận 10
4480000000.0,alley_house,3.06,9.6,98.27,31.4,3.0,3.0,4.0,certificate,partially_furnished,22.222888883373304,Quận Bình Tân
5790000000.0,alley_house,4.02,11.53,56.6,56.6,2.0,2.0,2.0,certificate,partially_furnished,22.479398128531315,Quận Bình Tân
7500000000.0,alley_house,4.5,10.0,42.7,42.7,5.0,9.0,9.0,certificate,other,22.738168857488677,Quận 8
12000000000.0,townhouse,5.0,24.89,118.2,127.0,1.0,2.0,2.0,certificate,partially_furnished,23.208172486734412,Quận 12
16500000000.0,villa,8.0,17.0,426.0,136.0,3.0,7.0,6.0,certificate,partially_furnished,23.526626217852947,Quận 12
8900000000.0,alley_house,4.05,9.65,120.68,38.48,4.0,3.0,4.0,certificate,other,22.909317113684505,Quận Tân Bình
17800000000.0,alley_house,7.6,21.0,443.87,161.6,5.0,7.0,6.0,certificate,other,23.602464294244452,Quận Tân Phú
13500000000.0,alley_house,6.7,14.3,219.2,62.0,4.0,8.0,8.0,certificate,other,23.325955522390796,Quận Bình Thạnh
27500000000.0,townhouse,6.0,20.0,421.7,117.0,5.0,6.0,10.0,certificate,other,24.037451841618935,Quận Tân Bình
29300000000.0,alley_house,4.8,16.2,416.99,75.34,7.0,19.0,5.0,certificate,other,24.100853352969434,Quận 1
8600000000.0,alley_house,5.5,12.0,114.4,68.35,2.0,3.0,3.0,certificate,partially_furnished,22.875028040205873,Quận Tân Bình
17000000000.0,townhouse,7.78,9.6,248.3,76.9,4.0,8.0,7.0,certificate,other,23.556479181002626,Quận 8
66000000000.0,townhouse,4.15,24.24,874.9,203.8,6.0,20.0,16.0,certificate,other,24.912920578972837,Quận 5
4860000000.0,alley_house,18.0,4.0,67.2,71.5,2.0,2.0,2.0,certificate,partially_furnished,22.304304274858815,Quận Bình Tân
1600000000.0,alley_house,3.0,8.0,24.0,24.0,2.0,1.0,2.0,share_certificate,other,21.193269466192145,Quận Nhà Bè
4850000000.0,alley_house,4.0,6.5,26.0,26.0,3.0,2.0,2.0,certificate,furnished,22.302244541895803,Quận 3
7500000000.0,alley_house,3.9,12.0,65.1,45.6,4.0,6.0,6.0,certificate,partially_furnished,22.738168857488677,Quận Tân Bình
10500000000.0,townhouse,4.1,18.5,219.6,75.2,4.0,5.0,4.0,certificate,partially_furnished,23.07464109410989,Quận Tân Phú
9380000000.0,alley_house,13.0,5.0,118.3,59.9,3.0,3.0,4.0,certificate,partially_furnished,22.961845599964544,Quận Tân Bình
14500000000.0,townhouse,6.0,20.0,501.2,119.0,4.0,18.0,17.0,certificate,partially_furnished,23.39741448637294,Quận 12
6600000000.0,land,4.0,18.32,73.9,73.9,1.0,1.0,1.0,certificate,other,22.61033548597879,Quận 9
11500000000.0,alley_house,4.0,14.0,247.7,79.4,3.0,2.0,2.0,certificate,furnished,23.165612872315616,Quận Gò Vấp
6300000000.0,townhouse,4.0,14.0,94.1,55.5,2.0,2.0,2.0,certificate,other,22.563815470343897,Quận Tân Phú
5500000000.0,alley_house,3.35,13.0,88.0,44.0,2.0,2.0,2.0,certificate,partially_furnished,22.428013929184836,Quận 3
41000000000.0,townhouse,4.63,18.43,138.3,138.3,6.0,15.0,14.0,certificate,other,24.43683790365072,Quận 3
3280000000.0,alley_house,3.06,5.51,13.1,16.9,1.0,2.0,2.0,certificate,other,21.911109259342464,Quận Bình Thạnh
40000000000.0,townhouse,6.78,29.5,181.3,167.2,3.0,6.0,7.0,certificate,other,24.412145291060348,Quận Tân Bình
30000000000.0,townhouse,4.2,29.6,197.4,197.4,3.0,2.0,3.0,certificate,partially_furnished,24.124463218608568,Quận Tân Bình
3200000000.0,alley_house,3.2,12.5,54.9,40.8,1.0,2.0,2.0,certificate,partially_furnished,21.886416646752092,Quận Thủ Đức
6350000000.0,townhouse,4.0,21.58,67.9,75.5,1.0,1.0,2.0,certificate,other,22.571720649851013,Quận 9
9000000000.0,alley_house,3.6,16.25,84.2,58.5,2.0,1.0,2.0,certificate,other,22.920490414282632,Quận 5
5750000000.0,alley_house,3.0,10.0,77.72,30.0,4.0,3.0,4.0,certificate,other,22.47246569175567,Quận 5
19500000000.0,alley_house,5.96,14.6,405.2,85.5,7.0,6.0,5.0,certificate,other,23.693680302516114,Quận Tân Phú
4900000000.0,alley_house,3.7,21.3,82.0,41.0,1.0,3.0,3.0,certificate,partially_furnished,22.31250104206299,Quận Tân Phú
4300000000.0,alley_house,4.0,20.0,68.9,81.7,1.0,1.0,2.0,certificate,partially_furnished,22.18188085964593,Quận 9
18500000000.0,townhouse,5.25,17.87,434.8,434.8,4.0,5.0,5.0,certificate,partially_furnished,23.64103656903069,Quận Tân Phú
6900000000.0,alley_house,5.09,5.8,116.0,30.4,5.0,5.0,3.0,certificate,other,22.654787248549624,Quận 3
4750000000.0,alley_house,3.25,11.93,67.3,32.2,2.0,3.0,3.0,certificate,other,22.28141045499296,Quận Gò Vấp
4000000000.0,alley_house,3.0,15.6,46.8,46.8,2.0,2.0,2.0,certificate,partially_furnished,22.1095601980663,Quận Gò Vấp
6900000000.0,apartment,4.05,23.644444444444446,95.76,95.76,2.0,1.0,3.0,certificate,furnished,22.654787248549624,Quận 5
11500000000.0,townhouse,3.97,15.4,162.6,63.8,3.0,5.0,5.0,certificate,other,23.165612872315616,Quận Bình Tân
6000000000.0,alley_house,4.5,14.0,89.2,46.1,2.0,2.0,2.0,certificate,other,22.515025306174465,Quận 11
6900000000.0,alley_house,4.0,16.0,123.4,64.8,4.0,4.0,5.0,certificate,partially_furnished,22.654787248549624,Quận Gò Vấp
7300000000.0,alley_house,6.1,17.5,71.7,71.7,1.0,1.0,2.0,certificate,partially_furnished,22.711140185100756,Quận Gò Vấp
6800000000.0,townhouse,4.0,9.0,73.6,36.8,2.0,2.0,2.0,certificate,other,22.640188449128473,Quận 10
22000000000.0,alley_house,6.72,13.78,143.5,92.1,2.0,2.0,4.0,certificate,other,23.814308290304727,Quận 10
3500000000.0,land,4.0,15.0,60.0,60.0,1.0,1.0,1.0,certificate,other,21.97602880544178,Quận 12
4500000000.0,alley_house,4.54,8.52,88.2,38.0,2.0,2.0,2.0,certificate,partially_furnished,22.227343233722685,Quận Gò Vấp
11500000000.0,alley_house,3.6,12.65,81.2,44.64,3.0,2.0,3.0,certificate,other,23.165612872315616,Quận Tân Bình
14500000000.0,townhouse,4.0,29.5,50.0,118.0,2.0,2.0,2.0,certificate,other,23.39741448637294,Quận Tân Phú
5000000000.0,alley_house,4.65,18.74,169.0,84.5,2.0,2.0,3.0,certificate,other,22.33270374938051,Quận Bình Tân
9500000000.0,townhouse,4.0,12.0,74.6,35.5,2.0,2.0,2.0,certificate,other,22.974557635552905,Quận Tân Phú
1950000000.0,alley_house,3.05,5.68,48.4,24.02,2.0,1.0,2.0,certificate,partially_furnished,21.391095209522067,Quận Bình Tân
12500000000.0,alley_house,4.05,21.45,310.3,87.4,5.0,5.0,5.0,certificate,other,23.248994481254666,Quận Tân Phú
12600000000.0,alley_house,4.05,12.5,187.5,48.7,5.0,5.0,4.0,certificate,other,23.256962650903844,Quận 8
8800000000.0,alley_house,3.4,10.5,101.04,35.7,2.0,2.0,2.0,certificate,partially_furnished,22.89801755843057,Quận 1
6350000000.0,townhouse,4.0,23.0,67.9,75.5,1.0,2.0,2.0,certificate,partially_furnished,22.571720649851013,Quận Thủ Đức
10000000000.0,alley_house,5.41,21.5,96.2,116.2,2.0,2.0,3.0,certificate,other,23.025850929940457,Quận Bình Thạnh
68500000000.0,townhouse,10.0,20.0,195.0,195.0,2.0,4.0,1.0,certificate,other,24.95009958221459,Quận Thủ Đức
17300000000.0,townhouse,4.0,19.7,245.4,79.4,3.0,3.0,5.0,certificate,other,23.573972338450144,Quận Tân Phú
13500000000.0,alley_house,4.0,13.3,197.6,53.2,4.0,4.0,5.0,certificate,other,23.325955522390796,Quận 11
8700000000.0,townhouse,8.0,16.16,171.1,130.5,3.0,2.0,4.0,certificate,other,22.88658886260695,Quận 12
4000000000.0,alley_house,4.02,6.11,48.8,24.4,2.0,1.0,1.0,certificate,other,22.1095601980663,Quận Bình Tân
7800000000.0,alley_house,4.4,16.39,110.2,70.2,2.0,2.0,2.0,certificate,other,22.777389570641958,Quận Bình Thạnh
28000000000.0,alley_house,7.06,21.1,384.3,129.9,6.0,33.0,33.0,certificate,other,24.055470347121616,Quận Tân Bình
6800000000.0,alley_house,3.8,10.0,77.5,38.0,2.0,2.0,2.0,certificate,other,22.640188449128473,Quận Gò Vấp
5000000000.0,alley_house,3.32,10.88,56.5,29.4,2.0,2.0,2.0,certificate,other,22.33270374938051,Quận Bình Thạnh
11000000000.0,townhouse,3.2,24.96,185.8,60.6,5.0,4.0,5.0,certificate,other,23.121161109744783,Quận Gò Vấp
20000000000.0,townhouse,4.0,26.0,312.1,89.4,4.0,6.0,6.0,certificate,partially_furnished,23.7189981105004,Quận Tân Bình
9900000000.0,townhouse,4.1,16.0,229.93,75.16,3.0,2.0,3.0,certificate,partially_furnished,23.015800594086954,Quận Tân Phú
16700000000.0,townhouse,5.0,22.5,399.5,112.5,5.0,24.0,27.0,certificate,other,23.53867455636912,Quận Bình Tân
41000000000.0,townhouse,15.0,20.0,319.78,245.68,2.0,1.0,1.0,certificate,partially_furnished,24.43683790365072,Quận Tân Phú
55000000000.0,shophouse,4.43,29.29,248.3,205.6,2.0,3.0,4.0,certificate,other,24.730599022178883,Quận 1
3300000000.0,alley_house,2.81,6.74,46.5,19.1,3.0,2.0,2.0,certificate,other,21.917188305418847,Quận 4
32000000000.0,townhouse,15.22,4.0,1365.0,137.8,4.0,5.0,9.0,certificate,other,24.18900173974614,Quận 7
12800000000.0,townhouse,4.0,25.0,76.8,100.0,2.0,2.0,2.0,certificate,other,23.272711007871983,Quận Tân Phú
2300000000.0,apartment,4.05,14.320987654320989,58.0,58.0,1.0,1.0,2.0,certificate,other,21.556174959881517,Quận 11
13600000000.0,alley_house,4.0,20.0,170.0,75.2,2.0,1.0,2.0,certificate,partially_furnished,23.333335629688417,Quận Bình Thạnh
22500000000.0,villa,7.1,17.4,343.5,155.7,3.0,5.0,3.0,certificate,other,23.836781146156785,Quận Bình Thạnh
8400000000.0,alley_house,26.0,3.0,78.0,78.0,1.0,2.0,2.0,certificate,other,22.85149754279568,Quận Bình Tân
6500000000.0,alley_house,3.3,12.28,152.4,40.5,4.0,3.0,4.0,certificate,other,22.595068013848003,Quận Gò Vấp
5500000000.0,alley_house,3.0,14.05,94.4,49.9,2.0,2.0,3.0,certificate,other,22.428013929184836,Quận Phú Nhuận
