price,pType,pWidth,pLength,pArea,pLandArea,pNumberOfFloors,pNumberOfBathrooms,pNumberOfBedrooms,pCertificateType,pFurnitureStatus,log_price,district
35000000000.0,other,5.87,18.32,255.9,107.5,3.0,5.0,4.0,certificate,unfurnished,24.278613898435825,Quận 10
3150000000.0,alley_house,3.0,7.17,39.6,19.8,2.0,2.0,2.0,certificate,other,21.870668289783953,Quận Gò Vấp
10000000000.0,other,3.92,24.87,230.6,96.0,3.0,3.0,4.0,certificate,other,23.025850929940457,Quận Tân Phú
4300000000.0,other,4.0,11.33,73.5,49.5,2.0,2.0,3.0,certificate,partially_furnished,22.18188085964593,Quận Bình Chánh
5800000000.0,other,4.84,10.0,48.3,48.3,3.0,3.0,3.0,certificate,other,22.481123754498785,Quận Bình Tân
10600000000.0,other,3.22,9.91,30.1,30.1,1.0,2.0,2.0,certificate,partially_furnished,23.08411983806443,Quận 1
13000000000.0,other,5.5,22.8,353.9,127.7,3.0,5.0,4.0,certificate,partially_furnished,23.288215194407947,Quận Tân Bình
15500000000.0,other,14.0,5.0,169.5,70.5,3.0,3.0,4.0,certificate,other,23.464105860871612,Quận Tân Bình
6500000000.0,alley_house,4.0,10.54,148.6,42.2,4.0,5.0,4.0,certificate,other,22.595068013848003,Quận 12
5400000000.0,alley_house,4.1,8.04,33.5,33.5,1.0,3.0,4.0,certificate,other,22.40966479051664,Quận 6
9800000000.0,alley_house,4.2,15.7,187.44,65.94,3.0,4.0,4.0,certificate,other,23.005648222622938,Quận Tân Phú
19600000000.0,alley_house,3.1,20.35,20.35,105.0,4.0,7.0,7.0,certificate,partially_furnished,23.69879540318288,Quận Bình Thạnh
7900000000.0,other,4.0,21.35,64.0,70.0,1.0,2.0,2.0,certificate,partially_furnished,22.790128596419386,Quận Thủ Đức
15000000000.0,land,17.2,4.9,75.4,75.4,1.0,2.0,2.0,other,other,23.43131603804862,Quận Bình Tân
7600000000.0,other,5.0,11.0,203.3,55.0,4.0,4.0,4.0,certificate,other,22.751414084238696,Quận 12
15000000000.0,other,20.94,7.8,274.0,166.0,2.0,2.0,4.0,certificate,partially_furnished,23.43131603804862,Quận Bình Tân
7380000000.0,other,13.0,4.0,194.5,52.0,4.0,5.0,4.0,certificate,furnished,22.72203947555879,Quận Bình Tân
3700000000.0,alley_house,4.05,8.0,32.9,32.9,1.0,1.0,2.0,certificate,partially_furnished,22.03159865659659,Quận Tân Phú
9580000000.0,other,3.0,18.5,53.6,53.6,4.0,7.0,7.0,certificate,other,22.98294342892918,Quận Bình Thạnh
2980000000.0,other,2.6,6.4,33.3,16.6,2.0,2.0,2.0,certificate,partially_furnished,21.815189137463726,Quận Phú Nhuận
20000000000.0,other,18.45,3.45,266.8,61.9,6.0,6.0,6.0,certificate,other,23.7189981105004,Quận 10
22000000000.0,other,7.54,26.66,169.4,191.2,2.0,3.0,3.0,certificate,partially_furnished,23.814308290304727,Quận Thủ Đức
11200000000.0,other,5.0,22.0,110.0,110.0,5.0,5.0,7.0,certificate,partially_furnished,23.13917961524746,Quận 8
2500000000.0,apartment,4.05,13.827160493827162,56.0,56.0,1.0,1.0,1.0,certificate,partially_furnished,21.639556568820566,Quận 12
9500000000.0,alley_house,3.7,14.98,129.7,55.4,3.0,3.0,3.0,certificate,other,22.974557635552905,Quận Gò Vấp
14800000000.0,alley_house,8.0,25.03,613.39,201.0,6.0,5.0,7.0,certificate,other,23.41789301771648,Quận Bình Tân
5000000000.0,alley_house,4.2,21.82,59.58,59.58,1.0,2.0,2.0,certificate,partially_furnished,22.33270374938051,Quận Bình Tân
9800000000.0,other,4.05,6.18,102.5,28.7,3.0,3.0,3.0,certificate,other,23.005648222622938,Quận Tân Phú
10600000000.0,other,9.0,13.0,284.8,116.9,4.0,5.0,4.0,certificate,other,23.08411983806443,Quận 12
6000000000.0,other,3.0,10.0,52.4,26.1,3.0,6.0,5.0,certificate,partially_furnished,22.515025306174465,Quận 1
15500000000.0,other,4.0,19.8,355.7,79.5,5.0,6.0,8.0,certificate,other,23.464105860871612,Quận Tân Phú
5500000000.0,other,4.5,11.7,78.9,38.0,3.0,3.0,4.0,certificate,other,22.428013929184836,Quận 11
4300000000.0,other,3.58,5.88,59.7,21.1,3.0,2.0,2.0,certificate,other,22.18188085964593,Quận 10
11500000000.0,other,7.41,18.26,259.8,130.2,3.0,3.0,3.0,certificate,unfurnished,23.165612872315616,Quận Hóc Môn
8480000000.0,other,4.0,9.99,136.4,39.9,4.0,3.0,4.0,certificate,partially_furnished,22.860976286750223,Quận 11
3200000000.0,other,3.2,7.5,55.0,22.1,3.0,2.0,2.0,certificate,partially_furnished,21.886416646752092,Quận 11
3850000000.0,other,3.23,7.45,45.5,23.6,3.0,3.0,2.0,certificate,partially_furnished,22.071338985246104,Quận Tân Bình
7200000000.0,other,4.5,23.96,127.4,127.4,1.0,1.0,1.0,certificate,other,22.69734686296842,Quận 12
4700000000.0,other,3.1,10.0,90.5,30.9,3.0,3.0,4.0,certificate,other,22.270828345662423,Quận Bình Tân
6500000000.0,alley_house,4.0,14.4,129.7,56.0,3.0,3.0,3.0,certificate,other,22.595068013848003,Quận 6
8200000000.0,land,4.5,23.96,196.3,196.3,1.0,1.0,1.0,certificate,other,22.82739999121662,Quận 12
14500000000.0,alley_house,6.05,22.37,246.3,144.0,3.0,3.0,2.0,certificate,other,23.39741448637294,Quận 7
4400000000.0,apartment,4.07,12.65,91.8,47.4,2.0,2.0,2.0,certificate,other,22.204870377870627,Quận Bình Chánh
12500000000.0,alley_house,5.0,28.03,265.5,140.1,3.0,4.0,4.0,certificate,other,23.248994481254666,Quận Bình Tân
6200000000.0,land,5.3,15.79,79.4,79.4,1.0,1.0,1.0,certificate,other,22.547815128997456,Quận Bình Tân
9500000000.0,alley_house,3.07,11.82,169.0,47.6,4.0,6.0,5.0,certificate,partially_furnished,22.974557635552905,Quận Phú Nhuận
14500000000.0,other,4.05,17.32,67.4,67.4,4.0,5.0,4.0,certificate,partially_furnished,23.39741448637294,Quận Bình Thạnh
3200000000.0,alley_house,3.0,6.1,37.2,18.6,2.0,2.0,2.0,certificate,other,21.886416646752092,Quận 1
6500000000.0,apartment,4.05,16.592592592592595,67.2,67.2,1.0,2.0,2.0,certificate,other,22.595068013848003,Quận 2
3500000000.0,alley_house,3.3,9.5,76.4,29.1,3.0,2.0,3.0,certificate,other,21.97602880544178,Quận Bình Tân
5490000000.0,other,3.0,16.5,86.7,47.9,1.0,1.0,2.0,certificate,partially_furnished,22.42619409246785,Quận Tân Phú
14500000000.0,other,5.0,20.0,220.4,100.0,3.0,4.0,3.0,certificate,other,23.39741448637294,Quận Bình Tân
5000000000.0,other,5.45,15.78,93.0,73.7,2.0,2.0,2.0,certificate,other,22.33270374938051,Quận 2
15000000000.0,other,3.4,11.75,155.1,40.0,5.0,3.0,6.0,certificate,other,23.43131603804862,Quận 1
15000000000.0,land,19.92,4.0,98.4,79.6,2.0,1.0,1.0,certificate,other,23.43131603804862,Quận 6
8000000000.0,alley_house,5.0,30.0,166.9,152.5,2.0,10.0,10.0,certificate,partially_furnished,22.80270737862625,Quận 12
4250000000.0,alley_house,3.35,8.16,64.5,25.1,3.0,2.0,2.0,certificate,partially_furnished,22.170184819882735,Quận Phú Nhuận
5900000000.0,other,4.0,16.0,65.2,65.2,1.0,1.0,1.0,certificate,other,22.498218187858086,Quận 11
14200000000.0,other,36.0,22.0,201.6,79.0,6.0,6.0,8.0,certificate,partially_furnished,23.376507801553625,Quận 6
8600000000.0,other,4.08,12.1,49.2,49.2,4.0,4.0,3.0,certificate,furnished,22.875028040205873,Quận Gò Vấp
10200000000.0,other,3.8,21.65,80.4,64.0,2.0,1.0,2.0,certificate,other,23.045653557236637,Quận 7
9500000000.0,other,3.14,7.9,77.77,25.3,4.0,2.0,3.0,certificate,other,22.974557635552905,Quận 1
8400000000.0,other,3.0,13.05,51.3,39.5,2.0,2.0,2.0,certificate,other,22.85149754279568,Quận 1
7200000000.0,other,5.0,28.25,101.9,139.4,2.0,10.0,9.0,certificate,other,22.69734686296842,Quận Hóc Môn
10500000000.0,other,4.0,14.0,69.4,69.4,4.0,4.0,5.0,certificate,other,23.07464109410989,Quận Tân Bình
22000000000.0,other,5.35,20.3,458.9,105.3,5.0,6.0,6.0,certificate,other,23.814308290304727,Quận Tân Phú
8100000000.0,other,4.5,13.8,226.6,64.7,5.0,5.0,4.0,certificate,other,22.815129898624804,Quận Gò Vấp
47000000000.0,land,9.03,58.66,438.0,438.0,1.0,1.0,1.0,certificate,other,24.57341343865647,Quận Bình Tân
2800000000.0,other,3.0,6.48,40.7,15.2,3.0,2.0,2.0,certificate,other,21.75288525412757,Quận Gò Vấp
2990000000.0,other,8.0,6.3,34.8,37.8,1.0,2.0,3.0,certificate,other,21.818539224349006,Quận Hóc Môn
7300000000.0,other,5.12,10.61,124.8,49.7,3.0,2.0,2.0,certificate,other,22.711140185100756,Quận 9
11500000000.0,other,4.0,20.0,201.6,80.0,4.0,4.0,4.0,certificate,other,23.165612872315616,Quận Bình Tân
6300000000.0,alley_house,5.5,10.42,76.6,45.2,2.0,3.0,2.0,certificate,other,22.563815470343897,Quận Bình Thạnh
7000000000.0,alley_house,3.33,20.16,232.4,73.0,5.0,6.0,5.0,certificate,other,22.669175986001726,Quận Hóc Môn
5400000000.0,other,2.66,12.39,72.2,30.0,3.0,3.0,3.0,certificate,other,22.40966479051664,Quận 8
5100000000.0,other,4.0,12.5,50.0,50.0,1.0,1.0,1.0,certificate,other,22.35250637667669,Quận 7
4590000000.0,other,4.56,18.16,47.0,47.0,1.0,1.0,2.0,certificate,other,22.247145861018865,Quận 9
5750000000.0,other,4.0,15.59,164.2,62.5,3.0,3.0,3.0,certificate,other,22.47246569175567,Quận 12
6000000000.0,alley_house,3.0,18.11,94.8,54.1,2.0,2.0,3.0,certificate,other,22.515025306174465,Quận 3
6000000000.0,alley_house,12.0,4.0,48.0,48.0,1.0,1.0,2.0,certificate,unfurnished,22.515025306174465,Quận Bình Tân
9900000000.0,alley_house,4.5,24.31,71.0,71.0,1.0,1.0,1.0,certificate,other,23.015800594086954,Quận Tân Phú
10800000000.0,alley_house,2.65,14.03,95.6,29.5,5.0,3.0,3.0,certificate,other,23.102811971076584,Quận 10
4850000000.0,other,4.0,9.52,71.5,40.2,2.0,2.0,3.0,certificate,other,22.302244541895803,Quận Gò Vấp
8600000000.0,other,5.49,6.95,111.3,41.6,3.0,5.0,3.0,certificate,other,22.875028040205873,Quận 3
4550000000.0,alley_house,3.4,10.8,63.2,33.0,2.0,2.0,2.0,certificate,other,22.23839306990927,Quận 11
7700000000.0,alley_house,3.7,13.4,166.2,42.3,5.0,4.0,3.0,certificate,partially_furnished,22.764486165806048,Quận 11
3100000000.0,alley_house,4.05,7.407407407407407,30.0,30.0,1.0,1.0,1.0,certificate,other,21.854667948437513,Quận Phú Nhuận
25000000000.0,other,7.5,20.8,235.81,131.2,3.0,4.0,4.0,certificate,partially_furnished,23.942141661814613,Quận Gò Vấp
15800000000.0,alley_house,4.4,16.6,204.66,73.92,5.0,5.0,4.0,certificate,other,23.483275776979333,Quận Tân Bình
23000000000.0,other,3.54,19.45,237.1,68.5,3.0,6.0,6.0,certificate,other,23.85876005287556,Quận Bình Thạnh
3000000000.0,alley_house,2.18,7.64,57.8,24.9,3.0,2.0,2.0,certificate,partially_furnished,21.82187812561452,Quận 1
6600000000.0,other,4.22,12.13,141.88,67.7,3.0,3.0,3.0,certificate,other,22.61033548597879,Quận Thủ Đức
9500000000.0,other,4.0,15.9,63.9,63.9,5.0,6.0,6.0,certificate,partially_furnished,22.974557635552905,Quận Tân Phú
5700000000.0,other,6.5,22.3,80.6,147.4,1.0,1.0,2.0,certificate,partially_furnished,22.463732011786917,Quận 12
19000000000.0,other,4.6,18.1,94.2,79.1,6.0,3.0,4.0,certificate,partially_furnished,23.667704816112852,Quận Tân Bình
5200000000.0,land,2.84,17.47,74.5,74.5,1.0,1.0,1.0,certificate,other,22.371924462533794,Quận Bình Tân
6400000000.0,land,3.0,12.0,111.7,35.8,5.0,4.0,4.0,certificate,partially_furnished,22.579563827312036,Quận 6
3690000000.0,alley_house,3.3,7.5,44.5,23.1,2.0,2.0,2.0,certificate,furnished,22.028892294998847,Quận 11
8800000000.0,alley_house,4.35,9.2,155.0,40.0,6.0,7.0,7.0,certificate,furnished,22.89801755843057,Quận 11
4300000000.0,other,3.75,13.21,43.2,43.2,1.0,1.0,1.0,certificate,other,22.18188085964593,Quận 9
15300000000.0,shophouse,4.03,20.45,150.2,77.2,3.0,5.0,4.0,certificate,other,23.4511186653448,Quận Tân Bình
14900000000.0,adjacent_house,4.0,16.45,89.76,65.8,2.0,5.0,6.0,certificate,other,23.424627049897826,Quận 11
5500000000.0,alley_house,4.0,16.43,165.8,65.6,3.0,4.0,4.0,certificate,other,22.428013929184836,Quận Hóc Môn
4800000000.0,other,4.0,24.05,65.3,96.8,2.0,2.0,2.0,certificate,other,22.291881754860256,Quận 12
10000000000.0,other,4.03,30.4,177.9,103.3,3.0,4.0,3.0,certificate,other,23.025850929940457,Quận 6
3900000000.0,alley_house,6.2,15.0,91.9,91.9,2.0,2.0,3.0,certificate,other,22.08424239008201,Quận Nhà Bè
5900000000.0,alley_house,4.0,15.2,134.3,74.6,2.0,2.0,3.0,certificate,other,22.498218187858086,Quận Bình Tân
5000000000.0,alley_house,2.84,10.84,59.2,29.6,2.0,3.0,2.0,certificate,other,22.33270374938051,Quận 3
8000000000.0,land,8.11,35.06,280.8,280.8,1.0,1.0,1.0,certificate,other,22.80270737862625,Quận Bình Chánh
10500000000.0,other,4.0,15.0,216.4,60.0,4.0,5.0,4.0,certificate,other,23.07464109410989,Quận Bình Tân
5800000000.0,alley_house,5.0,21.35,135.0,113.3,2.0,2.0,4.0,certificate,other,22.481123754498785,Quận Hóc Môn
6200000000.0,other,4.5,16.5,65.9,69.4,2.0,1.0,2.0,certificate,partially_furnished,22.547815128997456,Quận Bình Tân
6800000000.0,alley_house,4.45,11.49,97.6,48.8,2.0,1.0,2.0,certificate,other,22.640188449128473,Quận 11
7650000000.0,other,4.1,23.85,213.4,98.1,4.0,6.0,5.0,certificate,other,22.757971484784857,Quận 12
7200000000.0,alley_house,4.0,20.0,57.7,80.0,1.0,1.0,2.0,certificate,partially_furnished,22.69734686296842,Quận Gò Vấp
9800000000.0,other,6.2,11.85,159.1,61.4,3.0,8.0,8.0,certificate,other,23.005648222622938,Quận Bình Thạnh
16000000000.0,other,4.0,20.0,210.8,80.0,4.0,5.0,4.0,certificate,partially_furnished,23.495854559186192,Quận 8
5300000000.0,other,5.0,10.3,52.2,52.2,1.0,1.0,1.0,certificate,other,22.390972657504488,Quận Gò Vấp
8500000000.0,other,5.01,10.06,165.7,50.4,4.0,4.0,4.0,certificate,other,22.863332000442682,Quận 2
5200000000.0,alley_house,4.2,11.09,37.17,46.16,1.0,1.0,2.0,certificate,partially_furnished,22.371924462533794,Quận Gò Vấp
18500000000.0,alley_house,14.76,14.5,256.5,233.6,2.0,4.0,5.0,certificate,other,23.64103656903069,Quận 7
2380000000.0,alley_house,2.3,5.2,31.2,11.5,3.0,3.0,2.0,certificate,partially_furnished,21.590366324629795,Quận 11
3800000000.0,other,3.05,8.5,77.7,25.9,3.0,3.0,2.0,certificate,other,22.058266903678753,Quận Gò Vấp
4550000000.0,land,5.0,11.39,66.9,66.9,1.0,1.0,1.0,certificate,other,22.23839306990927,Quận 12
12800000000.0,other,4.05,14.15,57.3,57.3,2.0,2.0,3.0,share_certificate,other,23.272711007871983,Quận 5
13900000000.0,other,3.9,31.2,240.9,117.5,4.0,5.0,6.0,certificate,other,23.355154677083057,Quận Tân Bình
12400000000.0,other,9.1,13.46,201.9,119.5,3.0,4.0,5.0,certificate,other,23.240962309557403,Quận 9
12300000000.0,other,5.32,11.05,229.9,68.1,5.0,7.0,7.0,certificate,other,23.232865099324783,Quận Tân Bình
10900000000.0,other,4.0,9.5,129.0,38.0,4.0,3.0,4.0,certificate,other,23.11202862618151,Quận Phú Nhuận
3250000000.0,alley_house,3.8,4.0,15.2,15.2,3.0,2.0,3.0,certificate,partially_furnished,21.901920833288056,Quận Gò Vấp
4200000000.0,other,5.55,9.0,50.1,50.1,4.0,1.0,1.0,certificate,other,22.158350362235733,Quận Bình Tân
2900000000.0,other,11.9,13.7,51.9,176.0,1.0,3.0,3.0,certificate,partially_furnished,21.78797657393884,Quận Bình Chánh
4350000000.0,alley_house,3.8,12.5,51.3,37.6,2.0,1.0,2.0,certificate,other,22.193441682047006,Quận Gò Vấp
5600000000.0,other,4.0,12.4,96.9,49.5,2.0,2.0,3.0,certificate,other,22.446032434687513,Quận Bình Tân
11300000000.0,other,6.0,18.0,242.8,108.0,3.0,6.0,5.0,certificate,other,23.148068562664704,Quận 8
6500000000.0,other,5.1,19.8,88.7,77.6,2.0,2.0,2.0,certificate,partially_furnished,22.595068013848003,Quận Bình Tân
5950000000.0,alley_house,2.9,11.4,57.0,28.5,2.0,2.0,2.0,certificate,partially_furnished,22.50665705650395,Quận Bình Thạnh
8500000000.0,townhouse,4.0,26.0,86.2,104.0,2.0,2.0,3.0,certificate,partially_furnished,22.863332000442682,Quận Hóc Môn
3500000000.0,land,7.0,17.05,117.7,117.7,1.0,1.0,1.0,certificate,other,21.97602880544178,Quận 12
4900000000.0,apartment,4.05,32.44444444444445,131.4,131.4,1.0,3.0,3.0,certificate,partially_furnished,22.31250104206299,Quận Tân Phú
11000000000.0,other,4.05,17.3,60.0,69.4,2.0,1.0,1.0,certificate,other,23.121161109744783,Quận 6
5700000000.0,alley_house,3.83,18.97,99.7,76.6,1.0,1.0,2.0,certificate,other,22.463732011786917,Quận Gò Vấp
10000000000.0,other,6.75,19.95,209.08,119.71,2.0,2.0,3.0,certificate,other,23.025850929940457,Quận Tân Phú
13000000000.0,alley_house,5.55,18.95,82.4,105.6,2.0,3.0,3.0,certificate,other,23.288215194407947,Quận Bình Tân
6500000000.0,alley_house,4.97,15.53,88.7,77.6,2.0,3.0,2.0,certificate,other,22.595068013848003,Quận Bình Tân
13800000000.0,land,8.6,21.2,409.36,156.6,2.0,24.0,24.0,certificate,other,23.34793442910957,Quận Tân Phú
6500000000.0,other,3.3,10.0,32.4,32.4,3.0,3.0,3.0,certificate,other,22.595068013848003,Quận Gò Vấp
12500000000.0,other,4.2,20.0,84.0,84.0,3.0,6.0,5.0,other,other,23.248994481254666,Quận Tân Phú
4600000000.0,other,3.4,6.7,22.2,22.2,3.0,3.0,2.0,other,other,22.24932214044146,Quận 6
5600000000.0,land,7.0,21.6,141.9,141.9,1.0,1.0,1.0,certificate,other,22.446032434687513,Quận Hóc Môn
2500000000.0,alley_house,3.5,4.3,12.9,12.9,2.0,1.0,1.0,certificate,other,21.639556568820566,Quận 11
7200000000.0,adjacent_house,4.0,15.3,91.4,62.2,2.0,2.0,2.0,certificate,partially_furnished,22.69734686296842,Quận 6
18500000000.0,other,4.2,33.0,158.3,158.3,3.0,5.0,5.0,certificate,other,23.64103656903069,Quận 6
5400000000.0,other,4.0,10.0,115.6,34.1,3.0,3.0,4.0,certificate,other,22.40966479051664,Quận Tân Phú
4250000000.0,alley_house,4.0,19.57,78.3,78.3,1.0,2.0,2.0,certificate,other,22.170184819882735,Quận Bình Tân
11200000000.0,other,4.5,17.82,214.4,80.1,4.0,4.0,4.0,certificate,other,23.13917961524746,Quận Thủ Đức
10500000000.0,alley_house,3.64,13.56,95.0,47.5,2.0,2.0,2.0,certificate,other,23.07464109410989,Quận Tân Bình
15000000000.0,other,5.2,8.0,178.8,41.6,3.0,4.0,4.0,certificate,other,23.43131603804862,Quận Phú Nhuận
13000000000.0,other,4.16,13.7,63.4,63.4,4.0,3.0,3.0,certificate,other,23.288215194407947,Quận 3
16500000000.0,other,4.0,17.95,321.0,84.5,6.0,8.0,5.0,certificate,other,23.526626217852947,Quận Gò Vấp
9500000000.0,alley_house,4.38,25.0,140.3,149.2,1.0,2.0,2.0,certificate,other,22.974557635552905,Quận 4
5600000000.0,other,8.9,30.0,210.0,210.1,1.0,2.0,3.0,certificate,other,22.446032434687513,Quận Bình Chánh
5400000000.0,alley_house,5.4,12.06,166.6,63.6,3.0,3.0,3.0,certificate,other,22.40966479051664,Quận Bình Tân
6000000000.0,alley_house,4.5,6.92,69.4,26.8,5.0,4.0,5.0,certificate,other,22.515025306174465,Quận 10
6800000000.0,alley_house,4.93,14.45,72.5,72.5,2.0,2.0,2.0,certificate,other,22.640188449128473,Quận Gò Vấp
4800000000.0,villa,3.0,19.15,57.6,57.6,2.0,7.0,7.0,certificate,other,22.291881754860256,Quận Nhà Bè
25000000000.0,townhouse,4.0,29.5,112.0,80.0,1.0,1.0,2.0,certificate,other,23.942141661814613,Quận Tân Phú
6200000000.0,adjacent_house,7.4,6.17,59.2,45.3,2.0,1.0,1.0,certificate,partially_furnished,22.547815128997456,Quận 6
22800000000.0,other,6.0,25.5,514.6,185.6,4.0,4.0,4.0,certificate,other,23.850026372906807,Quận Gò Vấp
3950000000.0,other,4.0,17.15,87.7,69.1,2.0,4.0,3.0,certificate,other,22.096981415859442,Quận Thủ Đức
4690000000.0,alley_house,2.77,7.6,21.052,21.052,4.0,2.0,2.0,certificate,other,22.2686984194046,Quận Phú Nhuận
5100000000.0,other,4.6,7.85,19.5,19.5,1.0,2.0,2.0,certificate,other,22.35250637667669,Quận Tân Phú
6500000000.0,other,3.99,14.0,139.9,57.0,3.0,2.0,5.0,certificate,other,22.595068013848003,Quận Bình Tân
9500000000.0,alley_house,6.1,6.6,129.4,39.7,4.0,3.0,4.0,certificate,partially_furnished,22.974557635552905,Quận Phú Nhuận
7590000000.0,other,5.09,39.45,210.5,199.8,3.0,3.0,3.0,certificate,partially_furnished,22.75009742835395,Quận 12
6300000000.0,alley_house,4.0,14.2,138.4,59.2,4.0,3.0,3.0,certificate,other,22.563815470343897,Quận Gò Vấp
2800000000.0,alley_house,2.5,7.6,19.0,19.0,1.0,2.0,2.0,certificate,other,21.75288525412757,Quận Tân Phú
5400000000.0,alley_house,3.49,11.01,384.249,384.249,2.0,3.0,3.0,certificate,other,22.40966479051664,Quận 8
4200000000.0,alley_house,5.8,10.55,141.4,76.0,3.0,4.0,4.0,certificate,other,22.158350362235733,Quận Bình Tân
8500000000.0,alley_house,7.0,15.35,219.1,146.6,2.0,2.0,3.0,certificate,other,22.863332000442682,Quận 12
6750000000.0,alley_house,3.17,8.5,56.2,28.1,2.0,2.0,2.0,certificate,partially_furnished,22.63280834183085,Quận 10
9000000000.0,alley_house,3.21,8.0,62.6,26.6,1.0,1.0,1.0,certificate,other,22.920490414282632,Quận 3
16000000000.0,alley_house,13.0,12.5,207.8,158.0,2.0,3.0,5.0,certificate,other,23.495854559186192,Quận Tân Phú
4000000000.0,alley_house,4.0,13.0,275.2,104.1,4.0,3.0,4.0,certificate,other,22.1095601980663,Quận Nhà Bè
5700000000.0,alley_house,3.71,8.49,100.03,30.5,4.0,3.0,3.0,certificate,other,22.463732011786917,Quận 3
11480000000.0,land,6.0,27.0,164.0,164.0,1.0,1.0,1.0,certificate,other,23.16387222783783,Quận 9
10500000000.0,alley_house,4.6,10.6,228.8,56.0,5.0,5.0,6.0,certificate,other,23.07464109410989,Quận Phú Nhuận
10300000000.0,alley_house,4.0,16.9,241.2,67.6,4.0,4.0,4.0,certificate,other,23.055409732182,Quận Tân Phú
6200000000.0,other,5.0,21.74,110.0,110.0,2.0,3.0,4.0,certificate,other,22.547815128997456,Quận Hóc Môn
9200000000.0,other,4.5,19.65,282.2,89.8,4.0,3.0,4.0,certificate,other,22.942469321001404,Quận Bình Tân
3900000000.0,alley_house,2.9,9.7,56.2,28.1,2.0,2.0,2.0,certificate,other,22.08424239008201,Quận 7
7600000000.0,land,25.0,5.0,125.0,125.0,1.0,1.0,1.0,certificate,other,22.751414084238696,Quận 9
6500000000.0,alley_house,5.7,16.85,95.3,95.3,2.0,2.0,4.0,certificate,furnished,22.595068013848003,Quận 12
2250000000.0,alley_house,2.84,9.0,25.56,25.56,2.0,3.0,4.0,certificate,other,21.53419605316274,Quận Nhà Bè
45000000000.0,townhouse,6.0,26.0,217.6,181.0,1.0,1.0,2.0,certificate,partially_furnished,24.529928326716732,Quận Tân Bình
7000000000.0,alley_house,4.0,15.79,63.8,63.8,2.0,2.0,2.0,certificate,other,22.669175986001726,Quận Tân Phú
3900000000.0,alley_house,4.4,17.0,42.4,69.7,1.0,1.0,2.0,certificate,partially_furnished,22.08424239008201,Quận 8
7000000000.0,other,4.0,21.75,131.08,87.0,2.0,3.0,4.0,certificate,other,22.669175986001726,Quận Gò Vấp
12000000000.0,other,4.0,21.0,84.0,84.0,3.0,3.0,5.0,certificate,partially_furnished,23.208172486734412,Quận Tân Phú
2860000000.0,alley_house,4.0,11.39,65.2,45.4,2.0,1.0,1.0,certificate,other,21.774087461778173,Quận Hóc Môn
4200000000.0,alley_house,4.0,7.6,31.1,31.1,2.0,2.0,2.0,certificate,other,22.158350362235733,Quận Gò Vấp
6860000000.0,other,3.84,15.22,91.9,68.2,3.0,5.0,5.0,certificate,partially_furnished,22.648973278684206,Quận Gò Vấp
17000000000.0,townhouse,7.0,13.8,93.0,93.0,1.0,1.0,1.0,certificate,partially_furnished,23.556479181002626,Quận Tân Phú
3600000000.0,alley_house,3.3,8.04,50.1,26.7,2.0,1.0,2.0,certificate,other,22.004199682408476,Quận Bình Tân
2250000000.0,alley_house,3.3,4.47,28.8,14.4,2.0,1.0,1.0,certificate,other,21.53419605316274,Quận 10
4600000000.0,other,4.8,11.23,59.7,59.7,1.0,2.0,1.0,certificate,other,22.24932214044146,Quận Thủ Đức
23500000000.0,other,4.8,21.6,299.0,105.0,4.0,5.0,3.0,certificate,partially_furnished,23.880266258096526,Quận Phú Nhuận
6350000000.0,alley_house,4.0,25.0,86.1,84.4,2.0,2.0,3.0,certificate,partially_furnished,22.571720649851013,Quận Tân Phú
6200000000.0,other,4.0,15.65,62.7,62.7,1.0,1.0,1.0,certificate,other,22.547815128997456,Quận Thủ Đức
6400000000.0,other,4.3,12.0,50.0,49.4,4.0,1.0,5.0,certificate,other,22.579563827312036,Quận Gò Vấp
9900000000.0,alley_house,3.3,6.95,66.1,20.1,3.0,3.0,3.0,certificate,other,23.015800594086954,Quận Phú Nhuận
10300000000.0,alley_house,4.5,26.5,128.7,128.7,1.0,1.0,2.0,certificate,other,23.055409732182,Quận Thủ Đức
7800000000.0,other,4.5,15.0,70.7,70.7,3.0,3.0,5.0,certificate,other,22.777389570641958,Quận Thủ Đức
10500000000.0,other,4.0,10.8,43.8,43.8,2.0,2.0,1.0,certificate,other,23.07464109410989,Quận 6
6000000000.0,other,4.05,15.38,58.2,63.1,1.0,1.0,3.0,certificate,other,22.515025306174465,Quận Tân Phú
7850000000.0,alley_house,6.0,26.0,160.0,160.0,1.0,1.0,2.0,certificate,other,22.783779368740728,Quận Thủ Đức
4450000000.0,alley_house,3.0,10.0,54.8,27.9,2.0,2.0,2.0,certificate,other,22.21616993312456,Quận 10
6600000000.0,alley_house,3.5,8.06,32.0,32.0,4.0,4.0,4.0,certificate,partially_furnished,22.61033548597879,Quận Phú Nhuận
4950000000.0,alley_house,3.4,18.0,74.0,74.0,2.0,2.0,4.0,certificate,other,22.32265341352701,Quận 8
7500000000.0,other,4.7,8.2,42.3,42.3,3.0,5.0,4.0,certificate,other,22.738168857488677,Quận Phú Nhuận
8600000000.0,other,5.26,23.61,148.26,101.9,3.0,4.0,3.0,certificate,partially_furnished,22.875028040205873,Quận Bình Tân
4500000000.0,land,13.92,39.92,616.9,616.9,1.0,1.0,1.0,certificate,other,22.227343233722685,Quận Củ Chi
