PC1_Size,PC2_Size,PC3_Size,pNumberOfFloors,pNumberOfBathrooms,pNumberOfBedrooms,log_price,Quận 1,Quận 10,Quận 11,Quận 12,Quận 2,Quận 3,Quận 4,Quận 5,Quận 6,Quận 7,Quận 8,Quận 9,Quận Bình Chánh,Quận Bình Thạnh,Quận Bình Tân,Quận Củ Chi,Quận Gò Vấp,Quận Hóc Môn,Quận Nhà Bè,Quận Phú Nhuận,Quận Thủ Đức,Quận Tân Bình,Quận Tân Phú,is_alley_house,is_apartment,is_land,pType_is_other,is_shophouse,is_townhouse,is_villa,pCertificateType_is_other,pFurnitureStatus_is_other,is_partially_furnished,is_unfurnished
0.408884339680713,-0.8364959405448935,-0.09023631354173847,3.0,4.0,3.0,23.4895849461726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.8357868352382922,0.11097685879483049,0.31460859536653824,5.0,4.0,4.0,23.015800594086954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.5768248239820032,-0.6900623708777206,0.4880760061543452,5.0,6.0,6.0,24.730599022178883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.6802242208354397,0.5956931193940169,0.43273391547118994,4.0,3.0,4.0,22.595068013848003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.9281387799689559,0.5081884277637969,0.025311763845949083,3.0,2.0,4.0,23.544644723355624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.8080825736668766,-0.47236545372143685,0.21845373323865327,4.0,7.0,10.0,23.12025160536194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-1.1577647116355272,-0.05243125434577439,-0.45695412015589276,1.0,2.0,2.0,21.947041268568526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.37662275785218297,-0.3416677660330961,0.003231034764383201,2.0,2.0,3.0,23.11202862618151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
-0.6478588272445525,0.25501761644068627,0.023954819348810833,2.0,2.0,2.0,22.428013929184836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1.7968553836067194,-0.5576381249992475,1.5197096867544726,4.0,4.0,4.0,23.64103656903069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.852263630317354,-0.1974804901338989,-0.30981430507263247,2.0,1.0,2.0,21.96164006798968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.7747480462771326,0.11783429338964806,-0.035121329672239444,2.0,2.0,2.0,21.97602880544178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.2782819241185628,-0.571565809418571,0.20941074400745235,4.0,3.0,4.0,22.974557635552905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.6952828689750734,-0.13582123929564244,-0.5580459508121139,1.0,2.0,3.0,23.901319667294356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.6351995951745614,-0.5574245503611363,0.8347081970199451,4.0,6.0,5.0,23.961944289110793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.05732291437083613,-0.16997549722573937,-0.13890959543586365,2.0,2.0,3.0,21.97602880544178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.4324909077302936,0.6131250416853404,0.17591107521916718,3.0,2.0,2.0,22.096981415859442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
-0.1438946862506171,-0.6629767388858355,-0.773759113770972,1.0,1.0,1.0,22.875028040205873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.6759596105915038,-0.22537017725659447,-0.3470480826611117,1.0,1.0,1.0,22.571720649851013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0.497884327272566,-0.6622978157575445,1.1847866931599607,6.0,4.0,5.0,23.325955522390796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
-0.6300654663429547,-0.16379401644172722,-0.44235867307347415,1.0,1.0,1.0,22.428013929184836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.6724443783116321,-0.21027098209234052,-0.19882903071896382,2.0,2.0,3.0,21.96164006798968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-1.0465189351193982,-0.42221302190035254,-0.12133792365177234,2.0,3.0,3.0,22.405954211120104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-1.3111091696827486,0.13927666306909287,0.23042959835742888,3.0,3.0,2.0,22.381493913549942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-1.3283419461648138,0.37700126558616587,0.21076174099637898,3.0,2.0,2.0,22.66774639319213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.5368341955324147,-0.01490304471179671,0.37525986915053255,3.0,2.0,2.0,22.371924462533794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.8644394528289548,-0.1769142506176298,-0.0698136144316354,3.0,2.0,2.0,22.371924462533794,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.10813156674307715,-0.5429978950148009,0.29343142697820485,4.0,4.0,5.0,23.355154677083057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1.1789803537076036,-0.7514222359274909,-1.002963499517871,1.0,1.0,1.0,22.595068013848003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
